player_id,player_name,position,main_position,current_club_name,date_of_death,days_missed,games_missed,injury_reason,season_name
33,André Onana,Goalkeeper,Goalkeeper,Trabzonspor,,130,13,Hamstring injury | Groin injury | Shoulder injury | Ill | Rest,25/26 | 21/22 | 19/20 | 18/19 | 17/18 | 16/17
34,Andrew Robertson,Defender - Left-Back,Defender,Liverpool FC,,241,47,Knock | Ankle problems | Ill | Shoulder injury | Knee injury | Hip injury | Ankle injury | Torn thigh muscle | Fracture of fibula shaft | Arm injury | Calf strain,23/24 | 22/23 | 20/21 | 19/20 | 18/19 | 17/18 | 16/17
35,Boris Babi?,Attack - Centre-Forward,Attack,FC Schaffhausen,,496,61,unknown injury | Corona virus | Cruciate ligament tear,24/25 | 23/24 | 22/23 | 21/22 | 20/21 | 19/20 | 18/19 | 17/18
36,Bruno Miguel Borges Fernandes,Midfield - Attacking Midfield,Midfield,Manchester United,,30,6,Knee injury | Ill | Leg injury | flu,23/24 | 21/22 | 18/19 | 16/17
37,Bernardo Mota Veiga de Carvalho e Silva,Midfield - Attacking Midfield,Midfield,Manchester City,,151,28,unknown injury | muscular problems | Muscle injury | Knock | Ankle injury | Hamstring injury,24/25 | 23/24 | 21/22 | 20/21 | 18/19 | 16/17 | 15/16
38,Rodrigo Javier De Paul,Midfield - Central Midfield,Midfield,Inter Miami CF,,18,4,Hamstring injury,23/24
39,Nicolò Barella,Midfield - Central Midfield,Midfield,Inter Milan,,204,49,Adductor injury | Hamstring injury | Nose surgery | Muscle fatigue | unknown injury | Bruised knee | Ankle problems | Knee injury | Wrist fracture,24/25 | 23/24 | 22/23 | 21/22 | 20/21 | 19/20 | 16/17
40,Gianluca Mancini,Defender - Centre-Back,Defender,AS Roma,,62,17,flu | Pubalgia | inflammation | Adductor injury | Bruised knee | Foot injury | muscular problems | Stomach flu,24/25 | 23/24 | 21/22 | 20/21 | 19/20
41,Rúben dos Santos Gato Alves Dias,Defender - Centre-Back,Defender,Manchester City,,188,45,muscle stiffness | Hip injury | unknown injury | Calf injury | Hamstring injury | Knock | Ankle injury | Appendectomy,24/25 | 22/23 | 21/22 | 17/18
42,Manuel Locatelli,Midfield - Defensive Midfield,Midfield,Juventus FC,,132,27,Ankle sprain | fracture | Muscle fatigue | Inner ligament injury | Corona virus | muscular problems | Quarantine | Foot bruise | flu,24/25 | 23/24 | 22/23 | 21/22 | 20/21 | 16/17
43,Mattia Zaccagni,Attack - Left Winger,Attack,SS Lazio,,211,37,Groin surgery | Pubic bone irritation | Calf problems | Stomach flu | Ankle injury | Toe injury | Hip injury | Knee problems | Ankle problems | Fever | Calf injury | Hamstring injury | Quarantine,24/25 | 23/24 | 22/23 | 21/22
44,Guglielmo Vicario,Goalkeeper,Goalkeeper,Tottenham Hotspur,,216,33,unknown injury | Ankle surgery | Fever | Chest injury | Finger injury,24/25 | 23/24 | 22/23 | 18/19
45,Daniel Olmo Carvajal,Midfield - Attacking Midfield,Midfield,FC Barcelona,,370,84,Adductor injury | strain | Muscle injury | muscular problems | Acromioclavicular joint dislocation | Knee injury | Torn muscle fiber | Inner knee ligament tear | cold | Corona virus,24/25 | 23/24 | 22/23 | 21/22
46,Kai Lukas Havertz,Attack - Centre-Forward,Attack,Arsenal FC,,267,54,Knee injury | Hamstring injury | Ill | Knee problems | influenza | Corona virus | cold | Knock | muscular problems | Torn muscle fiber | Knee bruise,25/26 | 24/25 | 22/23 | 21/22 | 20/21 | 19/20 | 18/19 | 17/18
47,Trent Alexander-Arnold,Defender - Right-Back,Defender,Real Madrid,,316,43,muscular problems | Ankle injury | Hamstring injury | Torn lateral knee ligament | Ankle problems | Corona virus | Calf injury | Ill | Back problems,25/26 | 24/25 | 23/24 | 22/23 | 21/22 | 20/21 | 19/20 | 18/19
48,Alessandro Bastoni,Defender - Centre-Back,Defender,Inter Milan,,170,31,Muscle fatigue | unknown injury | Calf injury | Fever | Hamstring injury | Ankle problems | Stomach flu | Corona virus | Knock | Meniscus injury,23/24 | 22/23 | 21/22 | 20/21 | 19/20 | 18/19
49,Gianluigi Donnarumma,Goalkeeper,Goalkeeper,Manchester City,,141,17,Facial injury | Corona virus | Fitness | Ankle sprain | Contracture | stomach problems | Hamstring muscle injury | strain | Adductor pain | Head injury,24/25 | 21/22 | 20/21 | 19/20 | 18/19 | 17/18 | 15/16
50,Enrico Brignola,Attack - Right Winger,Attack,Ternana Calcio,,358,38,Calf strain | Muscle injury | muscular problems | unknown injury | Broken hand,24/25 | 22/23 | 19/20 | 18/19
51,Fausto Grillo,Defender - Centre-Back,Defender,Club AtlÃ©tico TucumÃ¡n,,472,24,Ankle injury | Bone edema,20/21 | 18/19 | 17/18
52,Rafael Santos Borré Maury,Attack - Centre-Forward,Attack,Sport Club Internacional,,143,28,Thigh problems | Abdominal problems | Hamstring injury | Corona virus | Knock | Hip problems | Foot bruise,25/26 | 24/25 | 20/21 | 19/20 | 18/19
53,Evander da Silva Ferreira,Midfield - Attacking Midfield,Midfield,FC Cincinnati,,142,23,Knee injury | Leg injury | Calf injury | Hip injury | Muscle fiber tear | Corona virus | Hamstring strain,24/25 | 23/24 | 22/23 | 20/21
54,Matheus Pereira da Silva,Midfield - Central Midfield,Midfield,Fortaleza Esporte Clube,,53,7,Hamstring injury | Corona virus | unknown injury,25/26 | 21/22 | 18/19
55,Francisco Andrés Arancibia Silva,Attack - Right Winger,Attack,Deportivo Garcilaso,,104,15,ankle sprain | Lower leg fracture,25/26 | 17/18
56,Matthijs de Ligt,Defender - Centre-Back,Defender,Manchester United,,298,65,Knee injury | Foot injury | Ill | Inner ligament injury | Inner knee ligament tear | Knock | Calf injury | Virus | Inner ligament stretch of the knee | Adductor pain | Groin problems | Muscle fatigue | Corona virus | Shoulder injury,24/25 | 23/24 | 22/23 | 21/22 | 20/21
57,Diogo José Teixeira da Silva,Attack - Left Winger,Attack,---,03.07.2025 (28),561,125,muscular problems | Muscle injury | Hip injury | Knee collateral ligament tear | Calf injury | Hamstring injury | Ankle injury | Foot injury | Knee bruise | bruise,24/25 | 23/24 | 22/23 | 21/22 | 20/21 | 19/20 | 18/19
58,Federico Chiesa,Attack - Right Winger,Attack,Liverpool FC,,505,93,Muscle injury | unknown injury | Knee problems | muscular problems | Tendon irritation | Muscle fatigue | Fitness | Cruciate ligament tear | Hamstring muscle injury,24/25 | 23/24 | 22/23 | 21/22
59,Kylian Mbappé Lottin,Attack - Centre-Forward,Attack,Real Madrid,,136,28,Stomach flu | Hamstring injury | Muscle injury | Adductor pain | infection | Calf injury | Thigh problems | Corona virus | Ankle injury | Rest,24/25 | 22/23 | 21/22 | 20/21 | 19/20
60,Rodrigo Bentancur Colmán,Midfield - Defensive Midfield,Midfield,Tottenham Hotspur,,460,73,concussion | Head injury | Torn ankle ligaments | Cruciate ligament tear | Adductor pain | Back problems | Ankle injury | Corona virus | Knee problems | Muscle fatigue | Knee injury,24/25 | 23/24 | 22/23 | 21/22 | 20/21 | 19/20 | 18/19 | 15/16
61,Rodrigo Hernández Cascante,Midfield - Defensive Midfield,Midfield,Manchester City,,320,63,Knee problems | Cruciate ligament tear | Hamstring injury | Knock | Muscle injury,25/26 | 24/25 | 20/21 | 19/20
62,Declan Rice,Midfield - Central Midfield,Midfield,Arsenal FC,,30,11,Broken toe | Ill,24/25 | 18/19
63,Ikoma Loïs Openda,Attack - Centre-Forward,Attack,Juventus FC,,6,1,Knock,24/25
64,Federico Santiago Valverde Dipetta,Midfield - Central Midfield,Midfield,Real Madrid,,241,47,Lumbago | muscular problems | Dead leg | flu | Corona virus | sprain | Quarantine | Muscle injury | Shin injury | Knee injury | Ill,24/25 | 22/23 | 21/22 | 20/21 | 19/20 | 17/18
65,Vinícius José Paixão de Oliveira Júnior,Attack - Left Winger,Attack,Real Madrid,,191,36,ankle sprain | Muscle injury | Cervical spine injury | Torn thigh muscle | Hamstring muscle injury | Knee problems | Corona virus | Intestinal virus | Torn lateral knee ligament,24/25 | 23/24 | 22/23 | 21/22 | 20/21 | 18/19
66,Sandro Tonali,Midfield - Central Midfield,Midfield,Newcastle United,,84,17,Rest | Muscle fatigue | unknown injury | Fever | Knee injury | Contracture | Bursitis | Shin bruise | Adductor injury | muscular problems,22/23 | 21/22 | 20/21 | 19/20
67,Achraf Hakimi Mouh,Defender - Right-Back,Defender,Paris Saint-Germain,,122,15,Hamstring injury | Corona virus | Ankle problems | Quarantine | Metatarsal fracture,22/23 | 21/22 | 20/21 | 18/19
68,Erling Braut Haaland,Attack - Centre-Forward,Attack,Manchester City,,277,56,Ankle injury | Knee problems | Muscle injury | Stress reaction of the bone | Groin problems | Foot bruise | Ill | muscular problems | Hip flexor problems | minor knock | Torn muscle fiber,24/25 | 23/24 | 22/23 | 21/22 | 20/21
69,Nahuel Molina Lucero,Defender - Right-Back,Defender,AtlÃ©tico de Madrid,,155,20,Muscle injury | unknown injury | Hip injury | Fitness,24/25 | 23/24 | 21/22 | 20/21 | 18/19
70,Alphonso Boyle Davies,Defender - Left-Back,Defender,Bayern Munich,,537,89,Cruciate ligament tear | Torn muscle fiber | Internal ligament strain | Torn muscle bundle | Head injury | muscular problems | heart problems | Corona virus | Thigh problems | Knee problems | Ankle injury | Torn ankle ligaments | Inner ligament stretch of the knee,24/25 | 23/24 | 22/23 | 21/22 | 20/21 | 18/19
71,Xavier Casmier Amaechi,Attack - Right Winger,Attack,Plymouth Argyle,,280,49,bruise | Knee problems | Torn lateral ankle ligament | Ankle injury | Hamstring strain | Metatarsal fracture | Corona virus | Quarantine | Hamstring injury | Stomach flu,24/25 | 23/24 | 22/23 | 21/22 | 20/21 | 19/20
72,Marvin Senger,Defender - Centre-Back,Defender,Stal Mielec,,177,25,Ankle injury | muscular problems | Torn muscle fiber | Adductor pain | laceration wound | Back problems,24/25 | 22/23 | 21/22 | 20/21
73,Randal Kolo Muani,Attack - Centre-Forward,Attack,Tottenham Hotspur,,9,2,Virus | Adductor pain,23/24 | 22/23
74,Mamadou Sangaré,Midfield - Central Midfield,Midfield,Morecambe FC,,15,3,unknown injury,24/25
75,Gleison Bremer Silva Nascimento,Defender - Centre-Back,Defender,Juventus FC,,389,61,Cruciate ligament tear | Muscle injury | Muscle fatigue | Thigh problems | unknown injury | Hamstring muscle injury | Ankle problems | Ankle injury | Corona virus,24/25 | 22/23 | 21/22 | 20/21
76,Joshua Tenkorang,Midfield - Central Midfield,Midfield,Ravenna FC,,277,28,unknown injury | Fever | Rest | Knee injury,23/24 | 22/23 | 20/21
77,Alexis Mac Allister,Midfield - Central Midfield,Midfield,Liverpool FC,,142,14,Muscle injury | Knee injury | Back injury | Virus,24/25 | 23/24 | 20/21
78,Francesco Amatucci,Midfield - Central Midfield,Midfield,AS Cittadella,,47,6,Muscle injury | flu | Rest | unknown injury | Corona virus,22/23 | 21/22
79,Edoardo Sottini,Defender - Centre-Back,Defender,UC AlbinoLeffe,,276,28,Achilles tendon surgery | unknown injury,24/25 | 23/24 | 21/22
80,Jude Victor William Bellingham,Midfield - Attacking Midfield,Midfield,Real Madrid,,146,18,Shoulder injury | Muscle injury | ankle sprain | Knee injury | Knee problems | Knock,25/26 | 24/25 | 23/24 | 22/23 | 21/22 | 20/21
81,Andreas Kristoffer Jungdal,Goalkeeper,Goalkeeper,KVC Westerlo,,73,11,minor knock | unknown injury | muscular problems | Hamstring injury,24/25 | 23/24 | 22/23
82,Lennard Hartjes,Midfield - Central Midfield,Midfield,Excelsior Rotterdam,,656,83,Cruciate ligament tear | Knock | Muscle injury,24/25 | 23/24 | 21/22 | 19/20
83,Florian Richard Wirtz,Midfield - Attacking Midfield,Midfield,Liverpool FC,,386,69,Inner ligament injury | Capsular injury | bruise | muscular problems | Stomach flu | Rest | Cruciate ligament tear | Hip flexor problems | Adductor pain | Corona virus | Knee problems,24/25 | 23/24 | 22/23 | 21/22 | 20/21
84,Aleksander Paluszek,Defender - Centre-Back,Defender,GKS Katowice,,254,30,Collateral ligament tear | Corona virus | unknown injury,25/26 | 21/22
85,Julian Baas,Midfield - Central Midfield,Midfield,Sparta Rotterdam,,22,3,unknown injury | Knock,22/23 | 20/21
86,Cissé Sandra,Midfield - Attacking Midfield,Midfield,Club Brugge KV,,152,22,Muscle injury,23/24 | 20/21
87,Aurèle Amenda,Defender - Centre-Back,Defender,Eintracht Frankfurt,,149,15,Calf injury | Syndesmosis ligament tear | Hamstring injury,24/25 | 23/24
88,Volodymyr Brazhko,Midfield - Defensive Midfield,Midfield,Dynamo Kyiv,,136,7,unknown injury | Fitness | Ankle injury | Virus,24/25 | 23/24 | 21/22
89,Alan Nicolás Marinelli,Attack - Left Winger,Attack,1.FC Slovacko,,108,13,Foot surgery,22/23
90,Enzo Barrenechea,Midfield - Defensive Midfield,Midfield,SL Benfica,,325,44,Ankle problems | influenza | unknown injury | Partial damage to the cruciate ligament | Muscle injury,24/25 | 21/22 | 20/21 | 19/20
91,Mika Baur,Attack - Left Winger,Attack,SC Paderborn 07,,75,11,bruise | Bruised knee | unknown injury,23/24 | 22/23
92,Brahima Diarra,Attack - Right Winger,Attack,Al-Wahda FC,,80,11,Ankle injury,21/22
93,Franco Ezequiel Carboni,Defender - Left-Back,Defender,FC Empoli,,6,1,unknown injury,23/24
94,Franco Tomás Ortellado,Defender - Centre-Back,Defender,CA LanÃºs,,794,74,Cruciate ligament tear,23/24
95,Tommaso Corazza,Defender - Left-Back,Defender,Delfino Pescara 1936,,22,3,Finger injury,23/24
96,Tomás Ezequiel Castro Ponce,Midfield - Right Midfield,Midfield,Club Almagro,,43,4,Collateral ligament injury | Corona virus,23/24 | 20/21
97,Kenan Y?ld?z,Attack - Left Winger,Attack,Juventus FC,,105,12,Muscle fatigue | Stomach flu | Ligament stretching | muscular problems,24/25 | 23/24 | 21/22
98,Benjamin Cremaschi,Midfield - Central Midfield,Midfield,Parma Calcio 1913,,67,9,Pubalgia,23/24
164240,Thiago Silva,Defender - Centre-Back,Defender,Chelsea,,14,2,Back injury | Groin injury,25/26
173030,Óscar Trejo,Midfield - Attacking Midfield,Midfield,Rayo Vallecano,,27,5,Hamstring injury | Back injury,25/26
173608,Joselu,Attack - Centre-Forward,Attack,Real Madrid,,184,32,Rest | Knee problems | Groin injury | Hamstring injury,25/26 | 24/25 | 23/24
177003,Luka Modric,Midfield - Central Midfield,Midfield,Real Madrid,,8,1,Hamstring injury | Muscle injury,25/26
177413,Axel Witsel,Midfield - Defensive Midfield,Midfield,AtlÃƒÂ©tico Madrid,,8,1,Knock | Hamstring injury,25/26
178213,Étienne Capoue,Midfield - Central Midfield,Midfield,Villarreal,,30,5,Knock | Back injury,25/26
178603,Mats Hummels,Defender - Centre-Back,Defender,Dortmund,,14,2,Ill | Corona virus,25/26
182521,Toni Kroos,Midfield - Central Midfield,Midfield,Real Madrid,,22,4,Ill | Groin problems,25/26
183512,Yuri Berchiche,Defender - Left-Back,Defender,Athletic Club,,14,2,Ligament injury | Hamstring injury,25/26
184392,Matteo Darmian,Defender - Centre-Back,Defender,Internazionale,,47,8,Ill | Calf injury | Rest,25/26 | 24/25
186942,?lkay Gündo?an,Midfield - Central Midfield,Midfield,Barcelona,,86,15,Adductor pain | Muscle injury | Ankle sprain,25/26 | 24/25
188350,Marco Reus,Midfield - Attacking Midfield,Midfield,Dortmund,,8,1,Back injury | Adductor pain,25/26
188567,Pierre-Emerick Aubameyang,Attack - Centre-Forward,Attack,Marseille,,8,1,Rest | Knee problems,25/26
189125,Giacomo Bonaventura,Midfield - Central Midfield,Midfield,Fiorentina,,107,18,Hamstring injury | Muscle injury | Corona virus,25/26 | 24/25
189271,Francis Coquelin,Midfield - Central Midfield,Midfield,Villarreal,,8,1,Calf problems | Corona virus,25/26
189505,Pedro,Attack - Right Winger,Attack,Lazio,,30,5,Muscle injury | Adductor pain,25/26
189596,Thomas Müller,Midfield - Attacking Midfield,Midfield,Bayern Munich,,8,1,Calf problems | Knee injury,25/26
189881,Chris Smalling,Defender - Centre-Back,Defender,Roma,,99,17,Knock | Ill | Rest,25/26 | 24/25
190460,Christian Eriksen,Midfield - Central Midfield,Midfield,Manchester United,,8,1,Ankle sprain | Corona virus,25/26
190674,Benjamin André,Midfield - Defensive Midfield,Midfield,Lille,,8,1,Foot injury | Adductor pain,25/26
190717,Michail Antonio,Attack - Centre-Forward,Attack,West Ham United,,53,9,Leg injury | Ill | Rest,25/26 | 24/25
190765,Pascal Groß,Midfield - Central Midfield,Midfield,Brighton & Hove Albion,,8,1,Calf problems | Muscle injury,25/26
190813,Stephan El Shaarawy,Midfield - Left Midfield,Midfield,Roma,,8,1,Adductor pain | Back injury,25/26
191043,Alex Sandro,Defender - Left-Back,Defender,Juventus,,207,36,Groin injury | Corona virus | Adductor injury | Ligament injury,25/26 | 24/25 | 23/24
191740,Ander Herrera,Midfield - Central Midfield,Midfield,Athletic Club,,8,1,Ankle sprain | Back injury,25/26
192318,Mario Götze,Midfield - Attacking Midfield,Midfield,Eintracht Frankfurt,,287,49,Back injury | Knock | Ankle sprain | Fitness,25/26 | 24/25 | 23/24
192505,Romelu Lukaku,Attack - Centre-Forward,Attack,Roma,,23,4,Leg injury | Ill,25/26
192638,Marcos Alonso,Defender - Left-Back,Defender,Barcelona,,14,2,Adductor injury | Ligament injury,25/26
192883,Henrikh Mkhitaryan,Midfield - Attacking Midfield,Midfield,Internazionale,,8,1,Muscle injury | Back injury,25/26
193198,Nemanja Gudelj,Defender - Centre-Back,Defender,Sevilla,,37,6,Back injury | Calf injury,25/26
193476,Rémy Cabella,Midfield - Attacking Midfield,Midfield,Lille,,31,5,Back injury | Ill,25/26
193747,Koke,Midfield - Defensive Midfield,Midfield,AtlÃƒÂ©tico Madrid,,8,1,Knee injury | Fitness,25/26
195086,Dejan Lovren,Defender - Centre-Back,Defender,Lyon,,14,2,Ankle injury | Back injury,25/26
196978,Callum Wilson,Attack - Centre-Forward,Attack,Newcastle United,,26,4,Ankle injury | Corona virus,25/26
197445,David Alaba,Defender - Centre-Back,Defender,Real Madrid,,28,5,Groin injury | Adductor injury,25/26
197781,Isco,Midfield - Attacking Midfield,Midfield,Real Betis,,8,1,Corona virus | Calf problems,25/26
197891,Juanmi,Midfield - Left Midfield,Midfield,CÃƒÂ¡diz,,0,0,No significant injury record,
198032,Dan Burn,Defender - Centre-Back,Defender,Newcastle United,,14,2,Groin injury | Back injury,25/26
198164,Jonathan Viera,Midfield - Attacking Midfield,Midfield,AlmerÃƒÂ­a,,8,1,Ill | Groin problems,25/26
198176,Stefan de Vrij,Defender - Centre-Back,Defender,Internazionale,,14,2,Adductor injury | Ankle injury,25/26
198451,Dani Rodríguez,Midfield - Right Midfield,Midfield,Mallorca,,8,1,Foot injury | Adductor pain,25/26
